Câmpus;Curso;Cotas;Forma de ingresso;Numero de pessoas;
Matão;Ed. Superior - Cursos Semestrais - 2022 - Segundo Semestre;S;Ingresso pós-graduação: preto, pardo ou indígena;6;
Matão;Ed. Superior - Cursos Semestrais - 2022 - Segundo Semestre;N;Processo Seletivo Simplificado;4;
Matão;Ed. Superior - Cursos Semestrais - 2022 - Segundo Semestre;N;Processo Seletivo Simplificado - Ampla Concorrência;110;
Matão;Ed. Superior - Cursos Semestrais - 2022 - Segundo Semestre;O;Reingresso;11;
Matão;Ed. Superior - Cursos Semestrais - 2022 - Segundo Semestre;N;Seleção Geral Graduação (SiSU);37;
Matão;Ed. Superior - Cursos Semestrais - 2022 - Segundo Semestre;S;SiSU L1 (SGC L1) - Candidatos com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012);37;
Matão;Ed. Superior - Cursos Semestrais - 2022 - Segundo Semestre;S;SiSU L2 (SGC L2) - Candidatos autodeclarados pretos, pardos ou indígenas, com renda familiar bruta per capitaigualou inferior a 1,5 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012);14;
Matão;Ed. Superior - Cursos Semestrais - 2022 - Segundo Semestre;S;SiSU L5 (SGC L3) - Candidatos que, independente de renda (art. 14, II, Portaria Normativa nº 18/2012), tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).;44;
Matão;Ed. Superior - Cursos Semestrais - 2022 - Segundo Semestre;S;SiSU L6 (SGC L4) - Candidatos autodeclarados pretos, pardos ou indígenas que, independente da renda (art. 14, II, Portaria Normativa nº 18/2012), tenham cursado integralmente o ensino médio em escolas públicas (Lei nº12.711/2012);28;
Matão;Ed. Superior - Cursos Semestrais - 2022 - Segundo Semestre;S;SiSU L9 (SGC L5) - Candidatos com deficiência que tenham renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012);1;
Matão;Ed. Superior - Cursos Semestrais - 2022 - Segundo Semestre;O;Transferência de Curso (Interno - mesmo campus);22;
Matão;Ed. Superior - Cursos Semestrais - 2022 - Segundo Semestre;O;Transferência Externa;1;
Matão;Ed. Superior - Cursos Semestrais - 2022 - Segundo Semestre;O;Transferência Facultativa;6;
Matão;Ed. Superior - Cursos Semestrais - 2022 - Segundo Semestre;O;Transferência Intercampi;5;
Matão;Ed. Superior - Cursos Semestrais - 2023 - Segundo Semestre;N;Ampla Concorrência (Geral);21;
Matão;Ed. Superior - Cursos Semestrais - 2023 - Segundo Semestre;N;Ampla Concorrência (Vestibular);1;
Matão;Ed. Superior - Cursos Semestrais - 2023 - Segundo Semestre;N;Ampla Concorrência SISU;128;
Matão;Ed. Superior - Cursos Semestrais - 2023 - Segundo Semestre;O;Edital de Seleção - Aluno especial / Não regular;5;
Matão;Ed. Superior - Cursos Semestrais - 2023 - Segundo Semestre;S;Escola Pública;2;
Matão;Ed. Superior - Cursos Semestrais - 2023 - Segundo Semestre;S;Escola Pública + PPI;2;
Matão;Ed. Superior - Cursos Semestrais - 2023 - Segundo Semestre;S;Escola Pública + Renda;4;
Matão;Ed. Superior - Cursos Semestrais - 2023 - Segundo Semestre;S;Escola Pública + Renda + PPI;2;
Matão;Ed. Superior - Cursos Semestrais - 2023 - Segundo Semestre;O;Ingresso de portador de diploma de graduação;15;
Matão;Ed. Superior - Cursos Semestrais - 2023 - Segundo Semestre;N;Ingresso pós-graduação: ampla concorrência;33;
Matão;Ed. Superior - Cursos Semestrais - 2023 - Segundo Semestre;S;Ingresso pós-graduação: preto, pardo ou indígena;3;
Matão;Ed. Superior - Cursos Semestrais - 2023 - Segundo Semestre;N;Processo Seletivo Simplificado;2;
Matão;Ed. Superior - Cursos Semestrais - 2023 - Segundo Semestre;N;Processo Seletivo Simplificado - Ampla Concorrência;117;
Matão;Ed. Superior - Cursos Semestrais - 2023 - Segundo Semestre;O;Reingresso;9;
Matão;Ed. Superior - Cursos Semestrais - 2023 - Segundo Semestre;N;Seleção Geral Graduação (SiSU);27;
Matão;Ed. Superior - Cursos Semestrais - 2023 - Segundo Semestre;S;SiSU L1 (SGC L1) - Candidatos com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012);33;
Matão;Ed. Superior - Cursos Semestrais - 2023 - Segundo Semestre;S;SiSU L2 (SGC L2) - Candidatos autodeclarados pretos, pardos ou indígenas, com renda familiar bruta per capitaigualou inferior a 1,5 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012);16;
Matão;Ed. Superior - Cursos Semestrais - 2023 - Segundo Semestre;S;SiSU L5 (SGC L3) - Candidatos que, independente de renda (art. 14, II, Portaria Normativa nº 18/2012), tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).;40;
Matão;Ed. Superior - Cursos Semestrais - 2023 - Segundo Semestre;S;SiSU L6 (SGC L4) - Candidatos autodeclarados pretos, pardos ou indígenas que, independente da renda (art. 14, II, Portaria Normativa nº 18/2012), tenham cursado integralmente o ensino médio em escolas públicas (Lei nº12.711/2012);24;
Matão;Ed. Superior - Cursos Semestrais - 2023 - Segundo Semestre;S;SiSU L9 (SGC L5) - Candidatos com deficiência que tenham renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012);1;
Matão;Ed. Superior - Cursos Semestrais - 2023 - Segundo Semestre;O;Transferência de Curso (Interno - mesmo campus);18;
Matão;Ed. Superior - Cursos Semestrais - 2023 - Segundo Semestre;O;Transferência Externa;1;
Matão;Ed. Superior - Cursos Semestrais - 2023 - Segundo Semestre;O;Transferência Facultativa;5;
Matão;Ed. Superior - Cursos Semestrais - 2023 - Segundo Semestre;O;Transferência Intercampi;4;
Salto;Cursos Anuais - 2022;N;Ampla Concorrência (Geral);116;
Salto;Cursos Anuais - 2022;N;Ampla Concorrência (Vestibular);2;
Salto;Cursos Anuais - 2022;S;Escola Pública;33;
Salto;Cursos Anuais - 2022;S;Escola Pública + PCD;1;
Salto;Cursos Anuais - 2022;S;Escola Pública + PPI;21;
Salto;Cursos Anuais - 2022;S;Escola Pública + Renda;34;
Salto;Cursos Anuais - 2022;S;Escola Pública + Renda + PPI;24;
Salto;Cursos Anuais - 2022;N;Processo Seletivo Simplificado - Ampla Concorrência;1;
Salto;Cursos Anuais - 2022;O;Transferência de Curso (Interno - mesmo campus);2;
Salto;Cursos Anuais - 2022;O;Transferência Intercampi;2;
Salto;Cursos Semestrais 2022 - Primeiro Semestre;N;Ampla Concorrência (Geral);107;
Salto;Cursos Semestrais 2022 - Primeiro Semestre;N;Ampla Concorrência (Vestibular);17;
Salto;Cursos Semestrais 2022 - Primeiro Semestre;S;Escola Pública;26;
Salto;Cursos Semestrais 2022 - Primeiro Semestre;S;Escola Pública + PPI;16;
Salto;Cursos Semestrais 2022 - Primeiro Semestre;S;Escola Pública + Renda;20;
Salto;Cursos Semestrais 2022 - Primeiro Semestre;S;Escola Pública + Renda + PPI;17;
Salto;Cursos Semestrais 2022 - Primeiro Semestre;S;Escola Pública + Renda + PPI + PCD;1;
Salto;Cursos Semestrais 2022 - Primeiro Semestre;N;Processo Seletivo Simplificado - Ampla Concorrência;39;
Salto;Cursos Semestrais 2022 - Primeiro Semestre;S;Processo Seletivo Simplificado - Escola Pública (L3);1;
Salto;Cursos Semestrais 2022 - Primeiro Semestre;S;Processo Seletivo Simplificado - Escola Pública/Renda (L1);4;
Salto;Cursos Semestrais 2022 - Primeiro Semestre;O;Reingresso;1;
Salto;Cursos Semestrais 2023 - Primeiro Semestre;N;Ampla Concorrência (Geral);175;
Salto;Cursos Semestrais 2023 - Primeiro Semestre;N;Ampla Concorrência (Vestibular);1;
Salto;Cursos Semestrais 2023 - Primeiro Semestre;S;Escola Pública;34;
Salto;Cursos Semestrais 2023 - Primeiro Semestre;S;Escola Pública + PPI;21;
Salto;Cursos Semestrais 2023 - Primeiro Semestre;S;Escola Pública + Renda;37;
Salto;Cursos Semestrais 2023 - Primeiro Semestre;S;Escola Pública + Renda + PCD;2;
Salto;Cursos Semestrais 2023 - Primeiro Semestre;S;Escola Pública + Renda + PPI;13;
Salto;Cursos Semestrais 2023 - Primeiro Semestre;S;Escola Pública + Renda + PPI + PCD;1;
Salto;Cursos Semestrais 2023 - Primeiro Semestre;N;Processo Seletivo Simplificado - Ampla Concorrência;59;
Salto;Cursos Semestrais 2023 - Primeiro Semestre;S;Processo Seletivo Simplificado - Escola Pública (L3);1;
Salto;Cursos Semestrais 2023 - Primeiro Semestre;S;Processo Seletivo Simplificado - Escola Pública/Renda (L1);1;
Salto;Cursos Semestrais 2023 - Primeiro Semestre;O;Reingresso;1;
Salto;Cursos Semestrais 2023 - Primeiro Semestre;O;Transferência de Curso (Interno - mesmo campus);1;
Salto;Ed. Superior - Cursos Semestrais - 2022 - Primeiro Semestre;N;Ampla Concorrência (Geral);119;
Salto;Ed. Superior - Cursos Semestrais - 2022 - Primeiro Semestre;N;Ampla Concorrência (Vestibular);16;
Salto;Ed. Superior - Cursos Semestrais - 2022 - Primeiro Semestre;N;Ampla Concorrência SISU;189;
Salto;Ed. Superior - Cursos Semestrais - 2022 - Primeiro Semestre;O;Edital de Seleção - Aluno especial / Não regular;1;
Salto;Ed. Superior - Cursos Semestrais - 2022 - Primeiro Semestre;S;Escola Pública;15;
Salto;Ed. Superior - Cursos Semestrais - 2022 - Primeiro Semestre;S;Escola Pública + PCD;1;
Salto;Ed. Superior - Cursos Semestrais - 2022 - Primeiro Semestre;S;Escola Pública + PPI;10;
Salto;Ed. Superior - Cursos Semestrais - 2022 - Primeiro Semestre;S;Escola Pública + Renda;11;
Salto;Ed. Superior - Cursos Semestrais - 2022 - Primeiro Semestre;S;Escola Pública + Renda + PPI;6;
Salto;Ed. Superior - Cursos Semestrais - 2022 - Primeiro Semestre;O;Ingresso de portador de diploma de graduação;15;
Salto;Ed. Superior - Cursos Semestrais - 2022 - Primeiro Semestre;N;Ingresso pós-graduação: ampla concorrência;26;
Salto;Ed. Superior - Cursos Semestrais - 2022 - Primeiro Semestre;S;Ingresso pós-graduação: pessoa com deficiência;1;
Salto;Ed. Superior - Cursos Semestrais - 2022 - Primeiro Semestre;S;Ingresso pós-graduação: preto, pardo ou indígena;9;
Salto;Ed. Superior - Cursos Semestrais - 2022 - Primeiro Semestre;N;Processo Seletivo Simplificado;1;
Salto;Ed. Superior - Cursos Semestrais - 2022 - Primeiro Semestre;N;Processo Seletivo Simplificado - Ampla Concorrência;75;
Salto;Ed. Superior - Cursos Semestrais - 2022 - Primeiro Semestre;S;Processo Seletivo Simplificado - Escola Pública (L3);6;
Salto;Ed. Superior - Cursos Semestrais - 2022 - Primeiro Semestre;S;Processo Seletivo Simplificado - Escola Pública/Etnia (L4);6;
Salto;Ed. Superior - Cursos Semestrais - 2022 - Primeiro Semestre;S;Processo Seletivo Simplificado - Escola Pública/Renda (L1);4;
Salto;Ed. Superior - Cursos Semestrais - 2022 - Primeiro Semestre;S;Processo Seletivo Simplificado - Escola Pública/Renda/Etnia (L2);4;
Salto;Ed. Superior - Cursos Semestrais - 2022 - Primeiro Semestre;S;Qualquer Renda / Autodeclarados PPI - (L4);1;
Salto;Ed. Superior - Cursos Semestrais - 2022 - Primeiro Semestre;S;Qualquer Renda / Autodeclarados PPI - L4 (SISU);1;
Salto;Ed. Superior - Cursos Semestrais - 2022 - Primeiro Semestre;S;SiSU L1 (SGC L1) - Candidatos com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012);49;
Salto;Ed. Superior - Cursos Semestrais - 2022 - Primeiro Semestre;S;SiSU L13 (SGC L6) - Candidatos com deficiência que, independente da renda(art. 14, II, Portaria Normativa nº 18/2012), tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012);1;
Salto;Ed. Superior - Cursos Semestrais - 2022 - Primeiro Semestre;S;SiSU L2 (SGC L2) - Candidatos autodeclarados pretos, pardos ou indígenas, com renda familiar bruta per capitaigualou inferior a 1,5 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012);25;
Salto;Ed. Superior - Cursos Semestrais - 2022 - Primeiro Semestre;S;SiSU L5 (SGC L3) - Candidatos que, independente de renda (art. 14, II, Portaria Normativa nº 18/2012), tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).;58;
Salto;Ed. Superior - Cursos Semestrais - 2022 - Primeiro Semestre;S;SiSU L6 (SGC L4) - Candidatos autodeclarados pretos, pardos ou indígenas que, independente da renda (art. 14, II, Portaria Normativa nº 18/2012), tenham cursado integralmente o ensino médio em escolas públicas (Lei nº12.711/2012);27;
Salto;Ed. Superior - Cursos Semestrais - 2022 - Primeiro Semestre;S;SiSU L9 (SGC L5) - Candidatos com deficiência que tenham renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012);2;
Salto;Ed. Superior - Cursos Semestrais - 2022 - Primeiro Semestre;O;Transferência Compulsória;1;
Salto;Ed. Superior - Cursos Semestrais - 2022 - Primeiro Semestre;O;Transferência de Curso (Interno - mesmo campus);16;
Salto;Ed. Superior - Cursos Semestrais - 2022 - Primeiro Semestre;O;Transferência Facultativa;10;
Salto;Ed. Superior - Cursos Semestrais - 2022 - Primeiro Semestre;O;Transferência Intercampi;14;
Salto;Ed. Superior - Cursos Semestrais - 2023 - Primeiro Semestre;N;Ampla Concorrência (Geral);90;
Salto;Ed. Superior - Cursos Semestrais - 2023 - Primeiro Semestre;N;Ampla Concorrência (Vestibular);4;
Salto;Ed. Superior - Cursos Semestrais - 2023 - Primeiro Semestre;N;Ampla Concorrência SISU;200;
Salto;Ed. Superior - Cursos Semestrais - 2023 - Primeiro Semestre;S;Escola Pública;20;
Salto;Ed. Superior - Cursos Semestrais - 2023 - Primeiro Semestre;S;Escola Pública + PCD;1;
Salto;Ed. Superior - Cursos Semestrais - 2023 - Primeiro Semestre;S;Escola Pública + PPI;8;
Salto;Ed. Superior - Cursos Semestrais - 2023 - Primeiro Semestre;S;Escola Pública + Renda;11;
Salto;Ed. Superior - Cursos Semestrais - 2023 - Primeiro Semestre;S;Escola Pública + Renda + PPI;3;
Salto;Ed. Superior - Cursos Semestrais - 2023 - Primeiro Semestre;O;Ingresso de portador de diploma de graduação;13;
Salto;Ed. Superior - Cursos Semestrais - 2023 - Primeiro Semestre;N;Ingresso pós-graduação: ampla concorrência;32;
Salto;Ed. Superior - Cursos Semestrais - 2023 - Primeiro Semestre;S;Ingresso pós-graduação: pessoa com deficiência;1;
Salto;Ed. Superior - Cursos Semestrais - 2023 - Primeiro Semestre;S;Ingresso pós-graduação: preto, pardo ou indígena;5;
Salto;Ed. Superior - Cursos Semestrais - 2023 - Primeiro Semestre;N;Processo Seletivo Simplificado;1;
Salto;Ed. Superior - Cursos Semestrais - 2023 - Primeiro Semestre;N;Processo Seletivo Simplificado - Ampla Concorrência;94;
Salto;Ed. Superior - Cursos Semestrais - 2023 - Primeiro Semestre;S;Processo Seletivo Simplificado - Escola Pública (L3);2;
Salto;Ed. Superior - Cursos Semestrais - 2023 - Primeiro Semestre;S;Processo Seletivo Simplificado - Escola Pública/Deficiência (L6);2;
Salto;Ed. Superior - Cursos Semestrais - 2023 - Primeiro Semestre;S;Processo Seletivo Simplificado - Escola Pública/Etnia (L4);4;
Salto;Ed. Superior - Cursos Semestrais - 2023 - Primeiro Semestre;S;Processo Seletivo Simplificado - Escola Pública/Renda (L1);3;
Salto;Ed. Superior - Cursos Semestrais - 2023 - Primeiro Semestre;S;Processo Seletivo Simplificado - Escola Pública/Renda/Etnia (L2);3;
Salto;Ed. Superior - Cursos Semestrais - 2023 - Primeiro Semestre;O;Programa de Estudantes Convênio de Graduação - PEC-G;1;
Salto;Ed. Superior - Cursos Semestrais - 2023 - Primeiro Semestre;S;Qualquer Renda / Autodeclarados PPI - (L4);1;
Salto;Ed. Superior - Cursos Semestrais - 2023 - Primeiro Semestre;O;Reingresso;1;
Salto;Ed. Superior - Cursos Semestrais - 2023 - Primeiro Semestre;S;SiSU L1 (SGC L1) - Candidatos com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012);47;
Salto;Ed. Superior - Cursos Semestrais - 2023 - Primeiro Semestre;S;SiSU L2 (SGC L2) - Candidatos autodeclarados pretos, pardos ou indígenas, com renda familiar bruta per capitaigualou inferior a 1,5 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012);23;
Salto;Ed. Superior - Cursos Semestrais - 2023 - Primeiro Semestre;S;SiSU L5 (SGC L3) - Candidatos que, independente de renda (art. 14, II, Portaria Normativa nº 18/2012), tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).;64;
Salto;Ed. Superior - Cursos Semestrais - 2023 - Primeiro Semestre;S;SiSU L6 (SGC L4) - Candidatos autodeclarados pretos, pardos ou indígenas que, independente da renda (art. 14, II, Portaria Normativa nº 18/2012), tenham cursado integralmente o ensino médio em escolas públicas (Lei nº12.711/2012);30;
Salto;Ed. Superior - Cursos Semestrais - 2023 - Primeiro Semestre;S;SiSU L9 (SGC L5) - Candidatos com deficiência que tenham renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012);2;
Salto;Ed. Superior - Cursos Semestrais - 2023 - Primeiro Semestre;O;Transferência Compulsória;2;
Salto;Ed. Superior - Cursos Semestrais - 2023 - Primeiro Semestre;O;Transferência de Curso (Interno - mesmo campus);17;
Salto;Ed. Superior - Cursos Semestrais - 2023 - Primeiro Semestre;O;Transferência Facultativa;14;
Salto;Ed. Superior - Cursos Semestrais - 2023 - Primeiro Semestre;O;Transferência Intercampi;13;
Salto;Cursos Anuais - 2023;N;Ampla Concorrência (Geral);139;
Salto;Cursos Anuais - 2023;N;Ampla Concorrência (Vestibular);1;
Salto;Cursos Anuais - 2023;S;Escola Pública;38;
Salto;Cursos Anuais - 2023;S;Escola Pública + PCD;4;
Salto;Cursos Anuais - 2023;S;Escola Pública + PPI;25;
Salto;Cursos Anuais - 2023;S;Escola Pública + PPI + PCD;1;
Salto;Cursos Anuais - 2023;S;Escola Pública + Renda;44;
Salto;Cursos Anuais - 2023;S;Escola Pública + Renda + PCD;1;
Salto;Cursos Anuais - 2023;S;Escola Pública + Renda + PPI;23;
Salto;Cursos Anuais - 2023;S;Escola Pública + Renda + PPI + PCD;1;
Salto;Cursos Anuais - 2023;N;Processo Seletivo Simplificado - Ampla Concorrência;1;
Salto;Cursos Anuais - 2023;O;Transferência de Curso (Interno - mesmo campus);1;
Salto;Cursos Anuais - 2023;O;Transferência Intercampi;2;
Salto;Cursos Semestrais 2022 - Segundo Semestre;N;Ampla Concorrência (Geral);128;
Salto;Cursos Semestrais 2022 - Segundo Semestre;N;Ampla Concorrência (Vestibular);3;
Salto;Cursos Semestrais 2022 - Segundo Semestre;S;Escola Pública;19;
Salto;Cursos Semestrais 2022 - Segundo Semestre;S;Escola Pública + PPI;15;
Salto;Cursos Semestrais 2022 - Segundo Semestre;S;Escola Pública + Renda;20;
Salto;Cursos Semestrais 2022 - Segundo Semestre;S;Escola Pública + Renda + PPI;11;
Salto;Cursos Semestrais 2022 - Segundo Semestre;S;Escola Pública + Renda + PPI + PCD;1;
Salto;Cursos Semestrais 2022 - Segundo Semestre;N;Processo Seletivo Simplificado - Ampla Concorrência;56;
Salto;Cursos Semestrais 2022 - Segundo Semestre;S;Processo Seletivo Simplificado - Escola Pública (L3);1;
Salto;Cursos Semestrais 2022 - Segundo Semestre;S;Processo Seletivo Simplificado - Escola Pública/Renda (L1);1;
Salto;Cursos Semestrais 2022 - Segundo Semestre;O;Transferência de Curso (Interno - mesmo campus);1;
Salto;Cursos Semestrais 2023 - Segundo Semestre;N;Ampla Concorrência (Geral);199;
Salto;Cursos Semestrais 2023 - Segundo Semestre;N;Ampla Concorrência (Vestibular);1;
Salto;Cursos Semestrais 2023 - Segundo Semestre;S;Escola Pública;28;
Salto;Cursos Semestrais 2023 - Segundo Semestre;S;Escola Pública + PPI;15;
Salto;Cursos Semestrais 2023 - Segundo Semestre;S;Escola Pública + Renda;26;
Salto;Cursos Semestrais 2023 - Segundo Semestre;S;Escola Pública + Renda + PCD;2;
Salto;Cursos Semestrais 2023 - Segundo Semestre;S;Escola Pública + Renda + PPI;12;
Salto;Cursos Semestrais 2023 - Segundo Semestre;S;Escola Pública + Renda + PPI + PCD;1;
Salto;Cursos Semestrais 2023 - Segundo Semestre;N;Processo Seletivo Simplificado - Ampla Concorrência;131;
Salto;Cursos Semestrais 2023 - Segundo Semestre;O;Reingresso;1;
Salto;Cursos Semestrais 2023 - Segundo Semestre;O;Transferência de Curso (Interno - mesmo campus);3;
Salto;Cursos Semestrais 2023 - Segundo Semestre;O;Transferência Intercampi;1;
Salto;Ed. Superior - Cursos Semestrais - 2022 - Segundo Semestre;N;Ampla Concorrência (Geral);88;
Salto;Ed. Superior - Cursos Semestrais - 2022 - Segundo Semestre;N;Ampla Concorrência (Vestibular);9;
Salto;Ed. Superior - Cursos Semestrais - 2022 - Segundo Semestre;N;Ampla Concorrência SISU;152;
Salto;Ed. Superior - Cursos Semestrais - 2022 - Segundo Semestre;S;Escola Pública;13;
Salto;Ed. Superior - Cursos Semestrais - 2022 - Segundo Semestre;S;Escola Pública + PCD;1;
Salto;Ed. Superior - Cursos Semestrais - 2022 - Segundo Semestre;S;Escola Pública + PPI;8;
Salto;Ed. Superior - Cursos Semestrais - 2022 - Segundo Semestre;S;Escola Pública + Renda;11;
Salto;Ed. Superior - Cursos Semestrais - 2022 - Segundo Semestre;S;Escola Pública + Renda + PPI;4;
Salto;Ed. Superior - Cursos Semestrais - 2022 - Segundo Semestre;O;Ingresso de portador de diploma de graduação;10;
Salto;Ed. Superior - Cursos Semestrais - 2022 - Segundo Semestre;N;Ingresso pós-graduação: ampla concorrência;17;
Salto;Ed. Superior - Cursos Semestrais - 2022 - Segundo Semestre;S;Ingresso pós-graduação: pessoa com deficiência;1;
Salto;Ed. Superior - Cursos Semestrais - 2022 - Segundo Semestre;S;Ingresso pós-graduação: preto, pardo ou indígena;7;
Salto;Ed. Superior - Cursos Semestrais - 2022 - Segundo Semestre;N;Processo Seletivo Simplificado;1;
Salto;Ed. Superior - Cursos Semestrais - 2022 - Segundo Semestre;N;Processo Seletivo Simplificado - Ampla Concorrência;57;
Salto;Ed. Superior - Cursos Semestrais - 2022 - Segundo Semestre;S;Processo Seletivo Simplificado - Escola Pública (L3);3;
Salto;Ed. Superior - Cursos Semestrais - 2022 - Segundo Semestre;S;Processo Seletivo Simplificado - Escola Pública/Etnia (L4);5;
Salto;Ed. Superior - Cursos Semestrais - 2022 - Segundo Semestre;S;Processo Seletivo Simplificado - Escola Pública/Renda (L1);3;
Salto;Ed. Superior - Cursos Semestrais - 2022 - Segundo Semestre;S;Processo Seletivo Simplificado - Escola Pública/Renda/Etnia (L2);3;
Salto;Ed. Superior - Cursos Semestrais - 2022 - Segundo Semestre;S;Qualquer Renda / Autodeclarados PPI - (L4);1;
Salto;Ed. Superior - Cursos Semestrais - 2022 - Segundo Semestre;S;SiSU L1 (SGC L1) - Candidatos com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012);44;
Salto;Ed. Superior - Cursos Semestrais - 2022 - Segundo Semestre;S;SiSU L2 (SGC L2) - Candidatos autodeclarados pretos, pardos ou indígenas, com renda familiar bruta per capitaigualou inferior a 1,5 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012);17;
Salto;Ed. Superior - Cursos Semestrais - 2022 - Segundo Semestre;S;SiSU L5 (SGC L3) - Candidatos que, independente de renda (art. 14, II, Portaria Normativa nº 18/2012), tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).;47;
Salto;Ed. Superior - Cursos Semestrais - 2022 - Segundo Semestre;S;SiSU L6 (SGC L4) - Candidatos autodeclarados pretos, pardos ou indígenas que, independente da renda (art. 14, II, Portaria Normativa nº 18/2012), tenham cursado integralmente o ensino médio em escolas públicas (Lei nº12.711/2012);25;
Salto;Ed. Superior - Cursos Semestrais - 2022 - Segundo Semestre;S;SiSU L9 (SGC L5) - Candidatos com deficiência que tenham renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012);2;
Salto;Ed. Superior - Cursos Semestrais - 2022 - Segundo Semestre;O;Transferência Compulsória;2;
Salto;Ed. Superior - Cursos Semestrais - 2022 - Segundo Semestre;O;Transferência de Curso (Interno - mesmo campus);16;
Salto;Ed. Superior - Cursos Semestrais - 2022 - Segundo Semestre;O;Transferência Facultativa;10;
Salto;Ed. Superior - Cursos Semestrais - 2022 - Segundo Semestre;O;Transferência Intercampi;11;
Salto;Ed. Superior - Cursos Semestrais - 2023 - Segundo Semestre;N;Ampla Concorrência (Geral);70;
Salto;Ed. Superior - Cursos Semestrais - 2023 - Segundo Semestre;N;Ampla Concorrência (Vestibular);3;
Salto;Ed. Superior - Cursos Semestrais - 2023 - Segundo Semestre;N;Ampla Concorrência SISU;157;
Salto;Ed. Superior - Cursos Semestrais - 2023 - Segundo Semestre;S;Escola Pública;16;
Salto;Ed. Superior - Cursos Semestrais - 2023 - Segundo Semestre;S;Escola Pública + PCD;1;
Salto;Ed. Superior - Cursos Semestrais - 2023 - Segundo Semestre;S;Escola Pública + PPI;6;
Salto;Ed. Superior - Cursos Semestrais - 2023 - Segundo Semestre;S;Escola Pública + Renda;11;
Salto;Ed. Superior - Cursos Semestrais - 2023 - Segundo Semestre;S;Escola Pública + Renda + PPI;3;
Salto;Ed. Superior - Cursos Semestrais - 2023 - Segundo Semestre;O;Ingresso de portador de diploma de graduação;11;
Salto;Ed. Superior - Cursos Semestrais - 2023 - Segundo Semestre;N;Ingresso pós-graduação: ampla concorrência;28;
Salto;Ed. Superior - Cursos Semestrais - 2023 - Segundo Semestre;S;Ingresso pós-graduação: preto, pardo ou indígena;3;
Salto;Ed. Superior - Cursos Semestrais - 2023 - Segundo Semestre;N;Processo Seletivo Simplificado;1;
Salto;Ed. Superior - Cursos Semestrais - 2023 - Segundo Semestre;N;Processo Seletivo Simplificado - Ampla Concorrência;78;
Salto;Ed. Superior - Cursos Semestrais - 2023 - Segundo Semestre;S;Processo Seletivo Simplificado - Escola Pública (L3);2;
Salto;Ed. Superior - Cursos Semestrais - 2023 - Segundo Semestre;S;Processo Seletivo Simplificado - Escola Pública/Deficiência (L6);1;
Salto;Ed. Superior - Cursos Semestrais - 2023 - Segundo Semestre;S;Processo Seletivo Simplificado - Escola Pública/Etnia (L4);2;
Salto;Ed. Superior - Cursos Semestrais - 2023 - Segundo Semestre;S;Processo Seletivo Simplificado - Escola Pública/Renda (L1);3;
Salto;Ed. Superior - Cursos Semestrais - 2023 - Segundo Semestre;S;Processo Seletivo Simplificado - Escola Pública/Renda/Etnia (L2);3;
Salto;Ed. Superior - Cursos Semestrais - 2023 - Segundo Semestre;O;Programa de Estudantes Convênio de Graduação - PEC-G;1;
Salto;Ed. Superior - Cursos Semestrais - 2023 - Segundo Semestre;O;Reingresso;1;
